anzsco_code,occupation_title,skill_level,mltssl,stsol,rol,csol,assessing_authority,validity_years,additional_info,alternate_titles
394112,Cabinet Maker,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
394113,Furniture Maker,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
394211,Furniture Finisher,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
394212,Picture Framer,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
394213,Wood Machinist,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
394299,Wood Machinists and Other Wood Trades Workers nec,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
399111,Boat Builder and Repairer,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
399112,Shipwright,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
399211,Chemical Plant Operator,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
399212,Gas or Petroleum Operator,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
399213,Power Generation Plant Operator,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
399513,Light Technician,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
399516,Sound Technician,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
399599,Performing Arts Technicians nec,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
399611,Signwriter,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
399911,Diver,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
399913,Optical Dispenser \ Dispensing Optician,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
399914,Optical Mechanic,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
399916,Plastics Technician,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
399918,Fire Protection Equipment Technician,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
399999,Technicians and Trades Workers nec,3,No,No,No,Yes,Trades Recognition Australia (TRA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
411111,Ambulance Officer,3,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
411112,Intensive Care Ambulance Paramedic,3,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
411211,Dental Hygienist,3,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
411212,Dental Prosthetist,3,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
411213,Dental Technician,3,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
411214,Dental Therapist,3,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
411311,Diversional Therapist,3,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
411411,Enrolled Nurse,3,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
411611,Massage Therapist,3,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
411711,Community Worker,3,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
411713,Family Support Worker,3,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
411715,Residential Care Officer,3,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
411716,Youth Worker,3,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
421111,Child Care Worker,3,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
421114,Out of School Hours Care Worker,3,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
431411,Hotel Service Manager,3,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
451111,Beauty Therapist,3,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
451412,Tour Guide,3,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
451612,Travel Consultant,3,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
451711,Flight Attendant,3,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
452311,Diving Instructor (Open Water),3,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
452317,Other Sports Coach or Instructor (Wushu Martial Arts Coach or Yoga Instructor Only),3,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
452321,Sports Development Officer,3,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
511111,Contract Administrator,3,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
511112,Program or Project Administrator,3,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
512111,Office Manager,3,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
521212,Legal Secretary,3,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
599111,Conveyancer,3,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
599211,Clerk of Court,3,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
599612,Insurance Loss Adjuster,3,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
599915,Clinical Coder,3,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
611211,Insurance Agent,4,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
639211,Retail Buyer,4,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
